recipe_id,ingredient_id
355410,3
382936,3
389024,3
442671,3
493572,3
511128,3
1056,3
42557,3
131028,3
165336,3
171532,3
369910,3
449298,3
452947,3
33918,3
34791,3
57175,3
117068,3
160098,3
244359,3
264688,3
325878,3
326492,3
330445,3
423739,3
51510,3
122564,3
245470,3
328327,3
420058,3
440048,3
443170,3
452943,3
518948,3
519974,3
10727,3
15743,3
97104,3
159313,3
170125,3
192149,3
209956,3
219776,3
255074,3
291411,3
321394,3
324989,3
360682,3
370249,3
6757,3
388719,3
420815,3
486188,3
491146,3
880,3
14581,3
101559,3
156280,3
168478,3
181782,3
255298,3
282901,3
292201,3
350349,3
395103,3
408319,3
461574,3
468750,3
473057,3
526107,3
5329,3
15344,3
18347,3
163959,3
312194,3
312381,3
345146,3
459957,3
480241,3
502221,3
76233,3
192860,3
341716,3
382466,3
444539,3
62981,3
84511,3
97776,3
217037,3
241090,3
277379,3
289237,3
450671,3
525347,3
82874,3
85484,3
220595,3
254153,3
294987,3
297267,3
299779,3
346487,3
447504,3
448935,3
454579,3
89927,3
482105,3
103312,3
117211,3
189342,3
196742,3
222888,3
238312,3
266327,3
296425,3
400444,3
414769,3
32309,3
43245,3
115995,3
119328,3
144975,3
242739,3
258125,3
275197,3
339658,3
432754,3
457310,3
500937,3
98007,3
106516,3
382167,3
407601,3
436755,3
457569,3
17881,3
106687,3
250658,3
266092,3
305422,3
469631,3
26338,3
139834,3
147068,3
229384,3
259070,3
462542,3
504274,3
60997,3
122778,3
145405,3
158017,3
191711,3
223740,3
264666,3
344718,3
448865,3
512099,3
59313,3
90905,3
107623,3
126119,3
143517,3
163182,3
256615,3
442196,3
487525,3
497770,3
92355,3
534979,3
121676,3
139918,3
212236,3
233569,3
252190,3
290631,3
317120,3
326229,3
326521,3
333045,3
335498,3
389550,3
491169,3
527988,3
58136,3
103886,3
175115,3
209215,3
220860,3
222619,3
231018,3
272086,3
398237,3
452233,3
459780,3
93246,3
128690,3
267249,3
313261,3
391556,3
500315,3
94188,3
509482,3
36333,3
